PeID,id_persona,grupo_edad,grupo_sexo,grupo_ingreso,grupo_territorio,grupo_cluster_tiempo,grupo_cluster_modo,Tw,Tf1,Tf2,w,ta,Ec_cuentas_num,Ec_hogar_num,Ec_salud_num,Ec_transporte_num,Ec_educacion_num,ing_jub_aps_num,ing_gpp_num,w_dc_num,t_domestic_work_num,t_care_work_num,Ec_monetario,ing_fijo,EcI,Ec_trabajo_no_remunerado,Ec,Tc,cierre_temporal,tiempo_libre_observado,ingreso_libre_observado,ingreso_potencial_neto_Ec,filtro_finite,filtro_trabajo_salario,filtro_tiempo,filtro_Ec,filtro_ingreso_potencial,filtro_mtuem_final
373,00681-1-01,30 a 44,Mujeres,Quintil medio,Norte,Cuidadores domesticos,Movilidad activa,82.01,29.69,7.93,5.803182,168,73.25,26.43,17.99,56.92,13,0,0,2.997357,19.41,22.6,187.59,0,187.59,125.91896757000002,313.50896757000004,48.37,168,37.620000000000005,162.40998824999997,380.7256950899999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
374,00683-1-02,30 a 44,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Motorizados privados,92.85,23.97,6.21,2.739896,168,24.24,10.13,6.6,16.33,5.38,0,0,2.965504,13.3,34.55,62.68,0,62.68,141.8993664,204.5793664,44.970000000000006,168,30.18,49.81997719999998,132.51003847999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
375,00685-1-01,30 a 44,Hombres,Quintil bajo,Sur,Trabajadores rutinarios,Movilidad activa,62.31,22.92,16.58,2.79265,168,41.75,6.59,7.65,14.36,1.51,0,0,3.42488,14.31,0,71.86,0,71.86,49.0100328,120.87003279999999,66.19,168,39.5,53.13998870000003,163.44966370000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
376,00686-1-01,45 a 59,Mujeres,Quintil bajo,Norte,Rutina flexible,Movilidad activa,34.24,58.88,11.22,4.816332,168,15.79,3.94,5.01,10.28,2,0,0,3.067006,25.24,0,37.02,0,37.02,77.41123144,114.43123144,63.66,168,70.10000000000001,50.47997624000001,388.10484944000007,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
377,00688-1-02,18 a 29,Mujeres,Quintil bajo,Centro,Rutina flexible,Usuarios publicos,10.85,41.5,13.51,3.023992,168,0,0,0,0,0,0,0,3.023992,10.85,0,0,0,0,32.810313199999996,32.810313199999996,102.14,168,55.01,0,166.34979991999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
378,00689-1-03,18 a 29,Hombres,Quintil bajo,Centro,Trabajadores moviles,Usuarios publicos,55.17,25.2,8.72,2.448903,168,26.82,5.7,7.6,15.03,1.8,0,0,2.960275,9.2,0.97,56.95,0,56.95,30.105996750000003,87.05599675,78.91,168,33.92,48.049981759999994,131.11677152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
379,00692-1-02,60 o mas,Mujeres,Quintil medio,Centro,Rutina flexible,Movilidad activa,28.56,37.47,11.53,2.987874,168,26.7,12.75,16.54,16.95,3.35,52,104,2.987874,28.22,0.34,76.28999999999999,156,-79.71000000000001,85.33368144,5.623681439999999,90.44,168,49,79.71000000000001,226.11582600000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
380,00693-1-01,45 a 59,Mujeres,Quintil alto,Sur,Rutina flexible,Movilidad mixta,33.08,64.74,9.22,5.946928,168,62.1,30.3,24.44,60.61,33.72,137.5,144.666666666667,3.107642,22.94,0.14,211.17,282.16666666666697,-70.99666666666698,71.72437736,0.7277106933330231,60.96000000000002,168,73.96,195.99666754666697,635.8314624266668,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
381,00697-1-01,30 a 44,Mujeres,Quintil bajo,Centro,Trabajadores rutinarios,Usuarios publicos,58.56,19.91,13.64,3.349078,168,22.17,7.65,6.07,15.93,5.42,0,0,2.986243,29.94,10.62,57.24,0,57.24,121.12201608000001,178.36201608000002,75.89,168,33.55,17.759991599999978,130.12155849999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
382,00697-1-02,45 a 59,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Usuarios publicos,54.78,30.45,15.22,3.194149,168,36.95,12.76,10.11,26.55,9.03,0,0,3.381292,14.78,0,95.4,0,95.4,49.97549576,145.37549576,67.55,168,45.67,29.599986459999997,175.47677129000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
383,00697-1-03,18 a 29,Hombres,Quintil bajo,Centro,Jovenes trabajadores,Usuarios publicos,9.09,49.16,11.2,2.996012,168,0,0,0,0,0,0,0,2.996012,6.31,2.78,0,0,0,27.23374908,27.23374908,98.55,168,60.36,0,180.83928432000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
384,00699-1-02,18 a 29,Hombres,Quintil bajo,Norte,Trabajadores rutinarios,Usuarios publicos,74.58,28.1,2.41,1.448141,168,44.33,9.77,7.89,18.68,6.34,0,0,3.101683,2.05,0.53,87.00999999999999,0,87.00999999999999,8.00234214,95.01234213999999,62.91,168,30.51,12.99001364,57.17279555000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
385,00701-1-01,60 o mas,Hombres,Quintil medio,Centro,Trabajadores rutinarios,Movilidad activa,21.82,32.52,19.44,3.207857,168,45.35,21.41,32.26,32.87,1.85,100,200,3.207857,21.82,0,133.74,300,-166.26,69.99543974000001,-96.26456025999998,94.22,168,51.96000000000001,166.26,332.94024972,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
386,00701-1-03,18 a 29,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Usuarios publicos,70.14,28.42,5.8,1.693053,168,0,0,0,0,0,0,0,2.958414,15.94,24.2,0,0,0,118.75073796,118.75073796,63.64,168,34.22,-5.400000020472362e-7,57.936273119999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
387,00704-1-02,60 o mas,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Motorizados privados,60.81,43.93,7.93,3.059251,168,11.2,5.2,9.69,8.25,0.36,62.5,23.1481481481481,3.059251,38.44,22.37,34.699999999999996,85.6481481481481,-50.9481481481481,186.03305331,135.0849051618519,55.33,168,51.86,50.94814814814811,209.60090500814812,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
388,00705-1-01,60 o mas,Hombres,Quintil alto,Norte,Trabajadores rutinarios,Motorizados privados,38.98,43.55,11.59,5.253907,168,98.79,64.43,99.41,73.51,3.02,173.75,572.5,3.318184,8.98,0,339.15999999999997,746.25,-407.09000000000003,29.79729232,-377.29270768000003,73.88000000000001,168,55.14,582.09000254,871.79043452,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
389,00707-1-07,18 a 29,Hombres,Quintil alto,Norte,Rutina flexible,Movilidad activa,13.07,66.16,5.03,3.053103,168,0,0,0,0,0,0,0,3.053103,12.49,0.58,0,0,0,39.90405621,39.90405621,83.74000000000001,168,71.19,0,217.35040257,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
390,00708-1-01,45 a 59,Hombres,Quintil medio,Centro,Rutina flexible,Motorizados privados,20.7,38.55,8.28,14.309484,168,39.53,17.84,19.27,38.56,8.52,0,0,3.143286,7.28,7.42,123.72,0,123.72,46.2063042,169.9263042,100.47000000000001,168,46.83,126.28001459999996,796.3931503199998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
391,00711-1-03,60 o mas,Hombres,Quintil medio,Centro,Rutina flexible,Movilidad activa,9.26,52.51,14.85,3.102778,168,7.46,3.15,5.24,8.83,0.98,52.5,25.6395348837209,3.102778,9.22,0.04,25.66,78.1395348837209,-52.4795348837209,28.731724279999998,-23.747810603720904,91.38000000000002,168,67.36,52.4795348837209,261.48266096372083,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
392,00714-1-01,60 o mas,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Usuarios publicos,66.8,12.45,7.1,2.009632,168,41.04,10.98,15.35,22.42,0.94,35,64.6153846153846,2.829919,6.8,0,90.72999999999999,99.6153846153846,-8.88538461538461,19.243449199999997,10.358064584615388,81.65,168,19.549999999999997,123.8853530153846,163.1736586153846,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
393,00714-1-02,18 a 29,Hombres,Quintil bajo,Centro,Rutina flexible,Movilidad mixta,28.51,92.35,5.81,2.466842,168,3.42,0.91,1.28,1.87,0.08,0,5.38461538461539,3.502706,16.51,0,7.5600000000000005,5.38461538461539,2.17538461538461,57.829676060000004,60.00506067538461,41.33000000000001,168,98.16,10.3246047446154,252.46981546461538,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
394,00718-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,25.87,69.56,9.96,3.161325,168,0,0,0,0,0,0,0,3.161325,25.87,0,0,0,0,81.78347775,81.78347775,62.60999999999999,168,79.52000000000001,0,251.38856400000006,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
395,00719-1-01,30 a 44,Mujeres,Quintil bajo,Centro,Trabajadores moviles,Usuarios publicos,77.44,9.64,7.08,4.884054,168,87.21,21.51,22.81,39.56,8.46,0,0,3.051673,16.58,0.86,179.55,0,179.55,53.22117711999999,232.77117712,73.84,168,16.72,145.44996463999996,227.11134751999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
396,00723-1-01,60 o mas,Hombres,Quintil alto,Centro,Trabajadores rutinarios,Motorizados privados,61.02,24.92,11.82,9.282308,168,60.53,35.12,38.46,58.61,12.01,0,0,3.159201,19.99,1.03,204.73000000000002,0,204.73000000000002,66.40640502,271.13640502,70.23999999999998,167.99999999999997,36.74,295.27002914,636.3020250600002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
397,00728-1-01,60 o mas,Mujeres,Quintil bajo,Sur,Rutina flexible,Movilidad activa,33.75,22.63,14.15,3.018452,168,41.23,11.18,12.07,21.69,4.06,100,94.1176470588235,3.018452,33.75,0,90.22999999999999,194.11764705882348,-103.88764705882349,101.872755,-2.0148920588234915,97.47,168,36.78,103.88764705882349,214.9063116188235,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
398,00732-1-01,30 a 44,Hombres,Quintil alto,Centro,Cuidadores domesticos,Motorizados privados,65.73,36.56,13.54,6.946213,168,55.46,29.03,26.66,44.2,17.89,0,0,3.170408,20.98,4.75,173.24,0,173.24,81.57459784000001,254.81459784000003,52.169999999999995,168,50.1,201.75998264999998,549.7652539500001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
399,00734-1-02,18 a 29,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,66.94,37.96,8.43,2.538393,168,29.72,6.68,6.93,17.03,4.66,0,0,3.031681,18.94,0,65.02,0,65.02,57.42003814,122.44003814,54.67,168,46.39,47.47998928,165.23604054999998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
400,00735-1-01,30 a 44,Mujeres,Quintil bajo,Sur,Cuidadores domesticos,Movilidad activa,23.33,10.03,2.91,3.111921,168,0,0,0,0,0,0,0,3.111921,23.33,0,0,0,0,72.60111693,72.60111693,131.73000000000002,168,12.94,0,40.26825773999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
401,00736-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad activa,55.88,12.92,15.71,2.887144,168,16.27,5.41,9.38,8.14,0.24,51.5,52.2610837438424,2.887144,55.88,0,39.440000000000005,103.76108374384239,-64.3210837438424,161.33360672,97.01252297615761,83.49000000000001,168,28.630000000000003,64.3210837438424,146.98001646384236,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
402,00740-1-01,30 a 44,Hombres,Quintil bajo,Sur,Trabajadores rutinarios,Motorizados privados,53.63,36.19,13.8,5.145521,168,63.97,12.47,14.79,25.81,1.82,0,0,3.007452,8.63,0,118.85999999999999,0,118.85999999999999,25.954310760000002,144.81431075999998,64.38000000000001,168,49.989999999999995,131.13998046999998,388.3645752599999,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
403,00741-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,40.74,37.67,7.99,2.990163,168,44.47,13.45,18.39,25.12,4.29,39.5,136.5,2.990163,40.74,0,105.72000000000001,176,-70.27999999999999,121.81924062,51.539240620000015,81.6,168,45.660000000000004,70.27999999999999,206.81084258,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
404,00744-1-01,30 a 44,Mujeres,Quintil alto,Centro,Cuidadores domesticos,Movilidad mixta,88.41,26.03,6.25,5.416832,168,52.54,36.46,22.16,57.92,14.78,0,0,2.96941,13.15,30.26,183.85999999999999,0,183.85999999999999,128.90208810000001,312.7620881,47.31,168,32.28,166.14002902,340.99536598,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
405,00744-1-02,30 a 44,Hombres,Quintil alto,Centro,Cuidadores domesticos,Movilidad activa,83.45,33.04,8.72,7.550426,168,75.06,52.08,31.66,82.74,21.12,0,0,2.993857,13.12,30.33,262.66,0,262.66,130.08308664999998,392.74308665,42.79,168,41.76,237.33996305000005,552.6457528100001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
406,00747-1-02,30 a 44,Mujeres,Quintil medio,Centro,Rutina flexible,Motorizados privados,23.08,63.48,13.64,2.964175,168,0,0,0,0,0,0,0,2.964175,12.82,10.26,0,0,0,68.413159,68.413159,67.80000000000003,168.00000000000003,77.12,0,228.59717599999993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
407,00751-1-01,60 o mas,Hombres,Quintil bajo,Sur,Rutina flexible,Movilidad activa,36.63,58.21,13.61,3.365075,168,35.62,9.42,13.89,11.17,0.16,50,100,3.257517,28.02,0.61,70.25999999999999,150,-79.74000000000001,93.26271170999999,13.522711709999982,59.55,168,71.82,109.73998554000003,351.41967204,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
408,00753-1-01,60 o mas,Hombres,Quintil alto,Centro,Rutina flexible,Motorizados privados,23.7,51.92,12.62,3.11839,168,31.86,24.72,36.42,28.4,3.39,120,133.203883495146,3.11839,23.7,0,124.79,253.203883495146,-128.41388349514597,73.905843,-54.50804049514596,79.76,168,64.54,128.41388349514597,329.67477409514595,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
409,00755-1-02,18 a 29,Mujeres,Quintil bajo,Norte,Rutina flexible,Motorizados privados,18.74,39.89,14.89,1.727372,168,0,0,0,0,0,0,0,3.014055,4.18,6.56,0,0,0,32.370950699999995,32.370950699999995,94.47999999999999,168,54.78,5.799999982514237e-7,94.62543874000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
410,00756-1-01,30 a 44,Hombres,Quintil alto,Norte,Jovenes trabajadores,Movilidad activa,60.73,48.17,9.35,5.293767,168,81.13,55.37,48.63,62.17,15.57,0,281.25,3.193231,6.71,0.02,262.87,281.25,-18.379999999999995,21.49044463,3.1104446300000035,49.75000000000001,168,57.52,318.38002528,622.87750312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
411,00758-1-01,30 a 44,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Movilidad mixta,58.1,33.07,9.44,8.295754,168,90.1,24.5,28.65,40.09,5.41,0,0,3.144041,22.1,0,188.75,0,188.75,69.48330610000001,258.2333061,67.39000000000001,168,42.51,223.75000130000006,576.40250384,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
412,00760-1-01,45 a 59,Hombres,Quintil alto,Centro,Trabajadores rutinarios,Motorizados privados,62.65,42.73,7.93,8.888056,168,60.18,40.57,33.31,79.56,87.16,0,0,3.22021,17.65,0,300.78,0,300.78,56.83670649999999,357.61670649999996,54.69,168,50.66,199.22000190000006,649.4889188600001,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
413,00763-1-01,30 a 44,Mujeres,Quintil bajo,Norte,Rutina flexible,Usuarios publicos,40.51,56.02,9.94,3.002548,168,0,0,0,0,0,0,0,3.002548,17.36,23.15,0,0,0,121.63321948,121.63321948,61.53,168,65.96000000000001,0,198.04806608,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
414,00763-1-02,30 a 44,Hombres,Quintil bajo,Norte,Trabajadores rutinarios,Movilidad activa,51.37,39.56,12.79,2.150698,168,36.72,6.46,6.18,15.72,2.09,0,0,3.110199,2.56,0.81,67.17,0,67.17,10.48137063,77.65137063,64.28,168,52.35,32.82998563000001,145.41902593000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
415,00764-1-02,60 o mas,Mujeres,Quintil alto,Sur,Rutina flexible,Movilidad mixta,45.43,64.79,5.83,3.158094,168,18.98,10.71,13.4,13.08,1.37,87.5,27.2222222222222,3.158094,45.43,0,57.54,114.7222222222222,-57.1822222222222,143.47221042,86.2899881977778,51.94999999999999,168,70.62,57.18222222222221,280.20682050222223,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
416,00765-1-02,30 a 44,Mujeres,Quintil bajo,Sur,Cuidadores domesticos,Motorizados privados,50.14,52.24,17.39,3.019694,168,0,0,0,0,0,0,0,3.019694,25.95,24.19,0,0,0,151.40745716,151.40745716,48.230000000000004,168,69.63,0,210.26129321999994,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
417,00766-1-02,30 a 44,Mujeres,Quintil alto,Centro,Trabajadores rutinarios,Motorizados privados,56.67,34.87,10.02,11.703721,168,76.42,43.88,44.22,59.8,15.63,0,0,3.277624,11.67,0,239.95,0,239.95,38.249872079999996,278.19987208,66.44000000000001,168,44.89,385.04999699000007,910.4300326799998,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
418,00767-1-01,60 o mas,Hombres,Quintil medio,Centro,Rutina flexible,Movilidad activa,12.62,81.72,7.73,3.144612,168,51.12,28.56,34.22,35.26,12.86,102.5,205,3.144612,12.62,0,162.01999999999998,307.5,-145.48000000000002,39.685003439999996,-105.79499656000002,65.92999999999999,168,89.45,145.48000000000002,426.7655434,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
419,00768-1-01,60 o mas,Hombres,Quintil bajo,Norte,Trabajadores moviles,Motorizados privados,91.03,10.46,9.15,2.715064,168,36.66,10.98,15.65,19.42,1,0,0,3.151108,7.03,0,83.71000000000001,0,83.71000000000001,22.152289239999998,105.86228924000001,57.35999999999999,168,19.61,141.28998667999997,194.53239172000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
420,00769-1-02,60 o mas,Hombres,Quintil medio,Centro,Rutina flexible,Movilidad activa,22.57,38.49,9.99,3.164551,168,20.54,8.48,14.84,17.94,2.97,75,79.7872340425532,3.164551,22.57,0,64.77,154.7872340425532,-90.0172340425532,71.42391607,-18.593317972553194,96.95,168,48.480000000000004,90.0172340425532,243.4346665225532,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
421,00771-1-01,45 a 59,Mujeres,Quintil bajo,Sur,Trabajadores moviles,Usuarios publicos,60.46,40.36,10.78,3.274053,168,48.77,8.55,8.22,13.26,0.89,0,0,3.101503,15.36,0.1,79.69000000000001,0,79.69000000000001,47.94923638,127.63923638000001,56.39999999999999,168,51.14,70.31000799999997,237.74507842000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
422,00775-1-01,60 o mas,Mujeres,Quintil bajo,Norte,Rutina flexible,Movilidad activa,29.22,52.04,11.78,2.842425,168,4.39,1.04,1.12,1.2,0.02,0,0,3.020585,17.63,1.59,7.77,0,7.77,58.0556437,65.8256437,74.96000000000001,168,63.82,17.230014799999992,198.63357829999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
423,00778-1-01,60 o mas,Hombres,Quintil alto,Centro,Rutina flexible,Movilidad activa,12.83,79.45,4.07,3.237063,168,21.41,15.13,14.51,13.01,5.24,150,51.7241379310345,3.237063,12.79,0.04,69.3,201.7241379310345,-132.42413793103452,41.531518289999994,-90.89261964103453,71.64999999999998,167.99999999999997,83.52000000000001,132.42413793103452,402.7836396910346,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
424,00779-1-01,30 a 44,Mujeres,Quintil bajo,Norte,Jovenes trabajadores,Motorizados privados,60.37,43.57,7.91,5.701479,168,58.21,15,14.34,41.69,7.69,0,33.1034482758621,2.87562,15.37,0,136.93,33.1034482758621,103.82655172413791,44.1982794,148.0248311241379,56.150000000000006,168,51.480000000000004,196.1734561058621,489.6855950258621,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
425,00783-1-01,60 o mas,Mujeres,Quintil bajo,Sur,Rutina flexible,Motorizados privados,35.58,24.77,15.56,3.003742,168,14.98,3.99,6.36,5.56,0.12,55,35.5882352941177,3.003742,35.58,0,31.009999999999998,90.58823529411771,-59.57823529411771,106.87314036,47.29490506588228,92.09000000000002,168,40.33,59.57823529411771,180.71915015411764,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
426,00784-1-03,60 o mas,Mujeres,Quintil medio,Sur,Rutina flexible,Movilidad activa,33.93,40.96,12.66,2.874411,168,0,0,0,0,0,0,0,2.874411,30.14,3.79,0,0,0,97.52876522999999,97.52876522999999,80.44999999999999,168,53.620000000000005,0,154.12591782000004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
427,00785-1-01,30 a 44,Mujeres,Quintil alto,Norte,Trabajadores rutinarios,Motorizados privados,54.65,36.43,7.33,14.55497,168,61.44,35.45,26.56,76.63,70.89,0,0,3.100964,7.28,7.37,270.96999999999997,0,270.96999999999997,45.4291226,316.39912259999994,69.58999999999999,168,43.76,479.02998790000004,1115.9554751000005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
428,00785-1-04,30 a 44,Hombres,Quintil alto,Norte,Trabajadores rutinarios,Motorizados privados,57.89,32.6,10.25,14.893724,168,68.61,39.59,29.66,85.57,79.16,0,0,3.130255,3.47,4.42,302.59000000000003,0,302.59000000000003,24.697711950000002,327.28771195,67.25999999999999,168,42.85,534.90997041,1173.1060438100003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
429,00787-1-01,30 a 44,Hombres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,46.49,40.16,12.57,2.997826,168,0,0,0,0,0,0,0,2.997826,46.43,0.06,0,0,0,139.36893074,139.36893074,68.78,168,52.73,0,158.07536497999996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
430,00788-1-01,60 o mas,Mujeres,Quintil bajo,Centro,Rutina flexible,Movilidad activa,23.58,43.73,12.96,2.690461,168,22.64,7.6,7.24,11.74,2.46,54,37.1545189504373,2.984733,19.57,0.01,51.68000000000001,91.1545189504373,-39.4745189504373,58.44107214,18.966553189562703,87.73000000000002,168.00000000000003,56.69,44.47451719043729,196.99675128043725,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
431,00788-1-02,30 a 44,Hombres,Quintil bajo,Centro,Jovenes trabajadores,Motorizados privados,44.47,81.69,6.7,2.965321,168,43.17,14.5,13.81,22.39,4.69,0,70.8454810495627,2.993482,6.46,0.01,98.56,70.8454810495627,27.71451895043731,19.36782854,47.082347490437314,35.14,168,88.39,84.78547737956268,346.8902005695627,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
432,00790-1-01,18 a 29,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad activa,100.49,26.95,4.09,4.147779,168,75.8,24.93,15.69,35.93,9.24,0,0,3.006132,30.06,25.43,161.59,0,161.59,166.81026468,328.40026467999996,36.47,168,31.04,88.41004702999999,217.15710719000003,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
433,00791-1-01,30 a 44,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,57.98,17.13,5.82,3.184111,168,0,0,0,0,0,0,0,3.184111,55.47,2.51,0,0,0,184.61475578,184.61475578,87.07000000000002,168.00000000000003,22.95,0,73.07534744999992,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
434,00793-1-01,30 a 44,Mujeres,Quintil medio,Centro,Jovenes trabajadores,Motorizados privados,76.26,69.78,8.64,9.642972,168,105.29,35.46,38.9,80.85,19.27,0,0,3.020985,28.26,0,279.77,0,279.77,85.37303610000001,365.1430361,13.319999999999993,168,78.42,370.23000862000004,1126.43187286,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
435,00794-1-01,45 a 59,Hombres,Quintil bajo,Centro,Trabajadores rutinarios,Movilidad mixta,61.72,33.78,8.48,4.18571,168,49.14,15.27,14.73,28.04,10.33,0,0,3.354785,16.72,0,117.51,0,117.51,56.092005199999996,173.6020052,64.02,168,42.260000000000005,84.74001600000003,261.62812060000005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
436,00794-1-02,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Motorizados privados,71.02,34.95,5.17,4.512117,168,30.37,9.44,9.1,17.33,6.39,0,0,3.006007,64.99,0.03,72.63000000000001,0,72.63000000000001,195.45057513999998,268.08057514,56.86,168,40.120000000000005,52.369974199999945,233.39610824,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
437,00797-1-01,30 a 44,Hombres,Quintil bajo,Norte,Trabajadores rutinarios,Motorizados privados,63.45,29.66,8.2,2.139984,168,45.37,7.71,6.55,15.65,2.54,0,0,3.125214,3.45,0,77.82000000000001,0,77.82000000000001,10.781988300000002,88.60198830000002,66.69,168,37.86,47.17999649999999,128.19979074,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
438,00798-1-02,45 a 59,Mujeres,Quintil bajo,Centro,Cuidadores domesticos,Movilidad mixta,53.37,25.74,8.23,3.144045,168,11.35,3.17,4.4,7.38,1.15,0,0,3.155459,32.98,0.39,27.45,0,27.45,105.29766683,132.74766682999999,80.66,168,33.97,35.05001482000003,141.85322347000002,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
439,00799-1-01,45 a 59,Mujeres,Quintil bajo,Centro,Trabajadores rutinarios,Usuarios publicos,10.5,18.82,6.17,3.053602,168,0,0,0,0,0,0,0,3.053602,4.75,5.75,0,0,0,32.062821,32.062821,132.51000000000002,168.00000000000003,24.990000000000002,0,76.30951397999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
440,00801-1-01,30 a 44,Mujeres,Quintil medio,Centro,Cuidadores domesticos,Motorizados privados,76.37,16.13,5.32,3.001748,168,64.94,34.11,23.81,54.98,22.89,125,178.571428571429,3.001748,18.14,58.23,200.73000000000002,303.571428571429,-102.84142857142899,229.24349476000003,126.40206618857104,70.18,168,21.45,102.84142857142899,167.22892317142896,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
441,00802-1-02,45 a 59,Mujeres,Quintil bajo,Sur,Cuidadores domesticos,Motorizados privados,63.61,28,11.85,2.982441,168,0,0,0,0,0,0,0,2.982441,31.94,31.67,0,0,0,189.71307201000002,189.71307201000002,64.54,168,39.85,0,118.85027384999995,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
442,00803-1-01,45 a 59,Hombres,Quintil alto,Centro,Jovenes trabajadores,Motorizados privados,57.6,57.47,6.05,22.109423,168,157.42,79.92,104.02,111.14,22.41,0,0,3.092466,7.6,0,474.90999999999997,0,474.90999999999997,23.502741599999997,498.41274159999995,46.88000000000001,168,63.519999999999996,775.0900232000001,2179.4805721599996,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
443,00804-1-03,60 o mas,Hombres,Quintil medio,Centro,Trabajadores moviles,Usuarios publicos,50.87,52.23,12.04,2.828044,168,17.97,6.97,10.19,20.63,1.71,0,0,3.213386,5.87,0,57.46999999999999,0,57.46999999999999,18.86257582,76.33257581999999,52.86000000000001,168,64.27,67.53002246,249.28841033999993,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
