dimension,categoria,orden_categoria,indicador,media,mediana,p25,p75,p95,p99,se_muestral,ic_muestral_inf,ic_muestral_sup,se_delta,ic_delta_inf,ic_delta_sup,metodo_ic_principal,ic95_inf,ic95_sup,n_valido
cluster_tiempo,Trabajadores rutinarios,4,VTAW_predicho,8.351058432223665,5.569825599683952,3.5622462654611593,9.613694030966105,25.360878557351977,46.7381144521146,0.2175743635194643,7.924345650207408,8.777771214239921,0.8864913110180285,6.613535462628329,10.088581401819,delta,6.613535462628329,10.088581401819,1880
cluster_tiempo,Trabajadores rutinarios,4,VoL_observado,13.991388540006156,9.23657861959682,5.764361816376991,15.931905127288815,41.4155536661588,78.29712498951822,0.3974413484646183,13.211915716331973,14.77086136368034,NA,NA,NA,t_muestra,13.211915716331973,14.77086136368034,1880
cluster_tiempo,Trabajadores rutinarios,4,VTAW_observado,9.503528336814666,5.779033954356831,2.9043043634446564,11.302733431578211,30.817622930669224,62.19225869470304,0.32720997316731576,8.861795203852063,10.14526146977727,NA,NA,NA,t_muestra,8.861795203852063,10.14526146977727,1880
cluster_tiempo,Trabajadores rutinarios,4,w,4.487860203191489,3.2344675,2.620069,4.959428999999999,11.424083149999996,20.76233978000001,0.08612886446264277,4.318941922690728,4.65677848369225,NA,NA,NA,t_muestra,4.318941922690728,4.65677848369225,1880
cluster_tiempo,Trabajadores moviles,5,VoL_predicho,8.547771760470884,6.210454248204966,4.546627479902463,9.441839837920538,21.952700295021764,46.80566987689718,0.2656780713642355,8.026319286701487,9.06922423424028,0.7426689778148305,7.092140563953816,10.003402956987951,delta,7.092140563953816,10.003402956987951,862
cluster_tiempo,Trabajadores moviles,5,VTAW_predicho,3.971276528452322,2.759577940383984,1.7400007888454163,4.535845410819569,11.233909115245126,24.869030376897186,0.1463697796765927,3.683993188485577,4.258559868419066,0.7426689768906019,2.5156453337467424,5.4269077231579015,delta,2.5156453337467424,5.4269077231579015,862
cluster_tiempo,Trabajadores moviles,5,VoL_observado,9.814640341999048,6.633309330146435,3.6929092520239073,12.119881637551007,26.72888893874951,59.14681131030291,0.38978425166550346,9.049601807867733,10.579678876130364,NA,NA,NA,t_muestra,9.049601807867733,10.579678876130364,862
cluster_tiempo,Trabajadores moviles,5,VTAW_observado,5.238145109980487,2.620752209539746,0.6661580440893841,6.957722417103871,19.180091325525975,41.95955170177046,0.30355168270073823,4.642357226364923,5.8339329935960516,NA,NA,NA,t_muestra,4.642357226364923,5.8339329935960516,862
cluster_tiempo,Trabajadores moviles,5,w,4.576495232018561,3.383712,2.68897425,5.088554,10.926190449999998,21.712304429999996,0.12206056264122253,4.33692415258352,4.816066311453603,NA,NA,NA,t_muestra,4.33692415258352,4.816066311453603,862
cluster_modo,Usuarios publicos,1,VoL_predicho,4.521821652741143,3.8829357808493765,3.29825864617322,4.726215151969212,8.067684276319094,13.352828602585086,0.1445143569700901,4.238377150831254,4.805266154651032,0.2606240716224097,4.01099847236122,5.032644833121066,delta,4.01099847236122,5.032644833121066,1703
cluster_modo,Usuarios publicos,1,VTAW_predicho,1.0757236691827168,0.8212299415145656,0.46118447174232324,1.3751831644936163,2.1517678759860543,3.874057047134425,0.05844551993974698,0.9610910358893014,1.1903563024761321,0.2606240708896836,0.564900490238937,1.5865468481264966,delta,0.564900490238937,1.5865468481264966,1703
cluster_modo,Usuarios publicos,1,VoL_observado,5.01527665857281,3.7545547649391864,0,7.186634730914254,15.843696524177346,27.729083563093013,0.15429691229363743,4.71264505595387,5.317908261191749,NA,NA,NA,t_muestra,4.71264505595387,5.317908261191749,1703
cluster_modo,Usuarios publicos,1,VTAW_observado,1.5691786750143835,0.7506982904943857,-2.9285240000000003,3.7484874064339473,10.924178210758454,19.709719445538084,0.14375165257784742,1.2872301100556478,1.8511272399731191,NA,NA,NA,t_muestra,1.2872301100556478,1.8511272399731191,1703
cluster_modo,Usuarios publicos,1,w,3.4460979835584262,3.034633,2.7721735,3.310006,6.0522692,9.786869280000001,0.08739245615088395,3.274690022967383,3.6175059441494692,NA,NA,NA,t_muestra,3.274690022967383,3.6175059441494692,1703
cluster_modo,Movilidad activa,2,VoL_predicho,5.349295875463114,4.43666459978902,3.5874934995885686,6.133989843617544,9.771827838042283,23.425721493814507,0.08717679034164379,5.178323131314532,5.520268619611696,0.3219345486743884,4.7183041600613125,5.980287590864916,delta,4.7183041600613125,5.980287590864916,1893
cluster_modo,Movilidad activa,2,VTAW_predicho,1.9846737819607367,1.3627192840424174,0.7007421792323809,2.7632047729701448,5.025700452902983,10.898919161203692,0.05044668411829697,1.88573680592502,2.083610757996454,0.3219345487428687,1.3536820664247142,2.6156654974967593,delta,1.3536820664247142,2.6156654974967593,1893
cluster_modo,Movilidad activa,2,VoL_observado,7.258875829720027,3.369386606304661,0,10.256334709974281,25.31414193959108,58.712658336113876,0.3301547361049488,6.61137021493084,7.906381444509213,NA,NA,NA,t_muestra,6.61137021493084,7.906381444509213,1893
cluster_modo,Movilidad activa,2,VTAW_observado,3.894253736217649,0.39810846656954846,-3.030281,7.098200615393859,20.14639911642208,48.712031913227804,0.3036758826272942,3.298678941813579,4.489828530621719,NA,NA,NA,t_muestra,3.298678941813579,4.489828530621719,1893
cluster_modo,Movilidad activa,2,w,3.364622093502377,3.045845,2.924551,3.169244,5.919214999999999,12.349273679999964,0.042061589362244994,3.2821301214037146,3.4471140656010397,NA,NA,NA,t_muestra,3.2821301214037146,3.4471140656010397,1893
cluster_modo,Movilidad mixta,3,VoL_predicho,6.645828940700236,5.083036220922352,3.94118068164612,7.072085178387274,15.125334521514718,32.11939448916823,0.18125607812258773,6.290314652733276,7.001343228667196,0.44700085393447453,5.769707266988666,7.521950614411805,delta,5.769707266988666,7.521950614411805,1663
