PeID,WeID,choice,Tw,Tf1,Tf2,Tc,w,Ec,ta,mod_TD,mod_TC,mod_ED,mod_CP,T_mod_10h,female,zona_centro,zona_sur,edad_65mas,n_trabajadores,vive_pareja,educ_secundaria,educ_tecnica,educ_universitaria,quintil_3,quintil_4,quintil_5,avl_1,avl_2,avl_3,avl_4,avl_5,avl_6,avl_7,chc_1,chc_2,chc_3,chc_4,chc_5,chc_6,chc_7,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,wd_7,wc_1,wc_2
6041,1,4,49.31,43.41,8.66,66.62,2.703591,74.40405117,168,0,0,0,0,4.5,0,1,0,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
6041,2,5,49.31,43.41,8.66,66.62,2.703591,74.40405117,168,1,0,0,0,0.431,0,1,0,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6042,1,7,59.51,39.95,13,55.54,0.736476,43.82771618,168,0,0,0,0,4.5,1,1,0,0,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6043,1,5,56.22,33.34,14.76,63.68,4.011032,147.67024018,168,0,0,0,0,4.8,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6043,2,1,56.22,33.34,14.76,63.68,4.011032,147.67024018,168,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6044,1,1,7.3,39.63,11.31,109.76,2.894841,21.1323393,168,0,0,1,0,3.72,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6045,1,5,69.27,39.91,5.58,53.24,2.676233,77.9876573490071,168,0,0,0,0,4.5,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6045,2,1,69.27,39.91,5.58,53.24,2.676233,77.9876573490071,168,1,0,0,0,1.269,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6046,1,1,33.65,49.55,8.63,76.17,3.480332,91.233172,168,0,0,0,0,2.8,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6046,2,1,33.65,49.55,8.63,76.17,3.480332,91.233172,168,0,1,0,0,0.001,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6047,1,5,25.02,73.87,4.44,64.67,3.119546,78.05104092,168,1,0,0,0,2.43,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6048,1,1,7.03,53.49,10.85,96.63,3.02001,21.2306703,168,0,0,1,0,3.347,1,0,1,0,2,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6049,1,1,44.76,38.91,15.25,69.08,3.149289,140.96217564,168,0,1,0,0,1.755,1,0,1,0,2,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6050,1,1,43.8,40.44,9.91,73.85,3.582927,97.2122188,168,0,0,0,0,3,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6050,2,1,43.8,40.44,9.91,73.85,3.582927,97.2122188,168,1,0,0,0,1.378,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6050,3,1,43.8,40.44,9.91,73.85,3.582927,97.2122188,168,0,1,0,0,0.002,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6051,1,2,52.42,57.66,10.32,47.6,2.568617,74.9268821,168,0,0,0,0,4.5,1,1,0,0,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6052,1,1,59.09,28.08,7.54,73.29,8.947346,295.32865712,168,1,0,0,0,0.778,0,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6053,1,1,62.91,45.46,7.74,51.89,4.74999,184.48184248,168,0,0,0,0,4.5,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6053,2,1,62.91,45.46,7.74,51.89,4.74999,184.48184248,168,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6054,1,5,61.92,46.72,8.82,50.54,4.330915,153.77023552,168,1,0,0,0,2.192,1,0,0,0,3,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6055,1,2,80.44,24.63,8.31,54.62,2.767203,177.77382604,168,0,0,0,0,4.8,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6056,1,5,72.9,36.18,3.44,55.48,2.955008,215.4200832,168,1,0,0,0,4.181,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6056,2,1,72.9,36.18,3.44,55.48,2.955008,215.4200832,168,0,1,0,0,3.109,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6057,1,1,56.63,23.08,4.12,84.17,3.161651,17.095846611539,168,0,0,0,0,4.8,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6057,2,1,56.63,23.08,4.12,84.17,3.161651,17.095846611539,168,1,0,0,0,0.863,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6058,1,1,17.07,59.09,15.5,76.34,3.117662,53.21849034,168,1,0,0,0,1.693,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6059,1,1,10.83,41.02,8.41,107.74,3.022231,32.73076173,168,0,0,1,0,4.738,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6060,1,5,42.37,44.15,8.05,73.43,3.066958,129.94701046,168,1,0,0,0,4.197,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6061,1,2,43.7,61.85,10.44,52.01,3.814328,116.8361408,168,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6062,1,5,61.3,52.72,8.41,45.57,3.108026,245.1720384,168,1,0,0,0,4.451,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6062,2,5,61.3,52.72,8.41,45.57,3.108026,245.1720384,168,0,1,0,0,0.979,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6063,1,1,55.8,32.24,12.24,67.72,4.711267,170.358694,168,0,0,0,0,4,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6064,1,1,56.61,30.08,9.98,71.33,3.224292,92.6776964357895,168,1,0,0,0,5.661,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6064,2,1,56.61,30.08,9.98,71.33,3.224292,92.6776964357895,168,0,0,0,1,1.985,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6065,1,1,71.93,32.8,5.89,57.38,3.796146,183.868100287826,168,0,0,0,0,4.4,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6065,2,1,71.93,32.8,5.89,57.38,3.796146,183.868100287826,168,1,0,0,0,2.59,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6065,3,1,71.93,32.8,5.89,57.38,3.796146,183.868100287826,168,0,1,0,0,0.203,1,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6066,1,1,31.5,56.59,5.41,74.5,3.940006,76.5388781521739,168,0,0,0,0,2.4,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6066,2,1,31.5,56.59,5.41,74.5,3.940006,76.5388781521739,168,0,1,0,0,0.036,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6067,1,1,82.1,21.88,8.03,55.99,5.330203,284.5397042,168,0,0,0,0,4.5,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6067,2,1,82.1,21.88,8.03,55.99,5.330203,284.5397042,168,1,0,0,0,2.122,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6067,3,1,82.1,21.88,8.03,55.99,5.330203,284.5397042,168,0,0,0,1,1.08,1,0,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6068,1,2,73.65,24.77,5.12,64.46,3.057637,225.19496505,168,1,0,0,0,4.681,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6069,1,5,76.92,35.33,2.48,53.27,2.658845,148.70836068,168,0,0,0,0,4.8,1,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6070,1,5,30.84,65.18,6.48,65.5,3.065816,94.54976544,168,0,1,0,0,0.067,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6071,1,2,67.73,36.33,8.24,55.7,2.777043,23.843168367719,168,0,0,0,0,4.5,1,0,1,1,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6071,2,2,67.73,36.33,8.24,55.7,2.777043,23.843168367719,168,1,0,0,0,2.235,1,0,1,1,2,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6072,1,5,50.47,33.16,18.5,65.87,2.961649,88.0385221468437,168,1,0,0,0,4.919,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6073,1,2,70.21,28.51,7.67,61.61,3.470257,34.894449769469,168,0,0,0,0,5,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6073,2,2,70.21,28.51,7.67,61.61,3.470257,34.894449769469,168,1,0,0,0,2.021,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6074,1,1,52.39,25.45,11.67,78.49,4.616118,91.0784041,168,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6075,1,5,61.96,34.84,5.11,66.09,17.244618,470.41652844,168,0,0,0,0,4,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6075,2,7,61.96,34.84,5.11,66.09,17.244618,470.41652844,168,1,0,0,0,1.455,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6075,3,1,61.96,34.84,5.11,66.09,17.244618,470.41652844,168,0,1,0,0,0.741,0,0,1,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6076,1,2,68.46,26.28,9.64,63.62,2.715503,88.4888605377428,168,0,0,0,0,4,1,0,0,1,4,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6077,1,2,51.42,52.39,5.16,59.03,4.11374,122.50851448,168,0,0,0,0,4,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6077,2,5,51.42,52.39,5.16,59.03,4.11374,122.50851448,168,1,0,0,0,1.142,0,1,0,0,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6078,1,7,18.62,53.72,5.67,89.99,3.023076,56.28967512,168,1,0,0,0,1.808,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6078,2,2,18.62,53.72,5.67,89.99,3.023076,56.28967512,168,0,0,1,0,2.791,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6079,1,6,53.2,50.17,10.17,54.46,8.66687,214.7474848,168,0,0,0,0,4.2,0,0,0,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
6079,2,5,53.2,50.17,10.17,54.46,8.66687,214.7474848,168,1,0,0,0,1.12,0,0,0,0,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6080,1,1,57.57,34.22,10.98,65.23,3.150909,130.91782001,168,0,0,0,0,4,0,0,1,0,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6081,1,1,60.24,32.9,15.36,59.5,13.090954,356.4790848,168,0,0,0,0,4.8,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6081,2,1,60.24,32.9,15.36,59.5,13.090954,356.4790848,168,1,0,0,0,1.224,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6082,1,1,65.05,32.18,9.14,61.63,7.535063,311.72585975,168,0,1,0,0,1.304,0,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6083,1,1,81.4,25.35,10.07,51.18,3.042045,191.862453,168,0,1,0,0,1.37,1,1,0,0,2,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6084,1,1,57,28.75,11.48,70.77,5.172985,233.40017,168,0,0,0,0,4.2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6084,2,5,57,28.75,11.48,70.77,5.172985,233.40017,168,1,0,0,0,0.414,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6084,3,1,57,28.75,11.48,70.77,5.172985,233.40017,168,0,1,0,0,1.086,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6085,1,5,55.07,34.47,9.9,68.56,2.962729,163.15748603,168,1,0,0,0,1.952,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6086,1,2,68.85,33.78,15.49,49.88,3.141831,113.65506435,168,1,0,0,0,6.885,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6087,1,2,58.71,44.03,3.25,62.01,2.925743,10.832937502554,168,0,0,0,0,3.5,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6088,1,1,48.9,30.95,17.75,70.4,3.001326,146.7648414,168,0,1,0,0,1.171,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6089,1,1,59,37.39,12.82,58.79,4.39337,159.718834,168,0,0,0,0,4.8,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6090,1,2,62.97,15.33,14.72,74.98,4.9297,231.8032239,168,0,0,0,0,2.7,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6090,2,7,62.97,15.33,14.72,74.98,4.9297,231.8032239,168,1,0,0,0,3.427,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6090,3,2,62.97,15.33,14.72,74.98,4.9297,231.8032239,168,0,1,0,0,0.17,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6091,1,2,52.43,25.6,7.4,82.57,4.666694,94.99478003,168,0,0,0,0,3,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6091,2,2,52.43,25.6,7.4,82.57,4.666694,94.99478003,168,1,0,0,0,2.239,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6092,1,5,72.26,31.16,8.27,56.31,7.990776,134.85349018,168,1,0,0,0,2.426,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6093,1,1,75.85,15.69,13.66,62.8,3.061447,181.51077565,168,0,0,0,0,3.2,1,1,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6094,1,1,108.36,21.06,1.18,37.4,2.632592,91.570716403077,168,0,0,0,0,5.6,0,0,0,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6094,2,1,108.36,21.06,1.18,37.4,2.632592,91.570716403077,168,1,0,0,0,5.231,0,0,0,1,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6095,1,6,86.98,25.51,9.94,45.57,3.774872,198.151692713333,168,0,0,0,0,4.5,1,0,1,0,2,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
6096,1,7,38.17,39.69,14.71,75.43,4.930564,120.17962294,168,0,0,0,0,2.4,1,0,1,0,3,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6097,1,5,21.34,57.91,9.56,79.19,3.164332,67.52684488,168,1,0,0,0,2.134,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6098,1,1,41.48,36.49,7.28,82.75,3.165743,90.76501964,168,1,0,0,0,4.118,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6099,1,5,32.28,26.67,12.91,96.14,2.975201,96.03948828,168,1,0,0,0,2.712,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6099,2,5,32.28,26.67,12.91,96.14,2.975201,96.03948828,168,0,1,0,0,0.516,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6099,3,5,32.28,26.67,12.91,96.14,2.975201,96.03948828,168,0,0,0,1,0.743,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6100,1,4,16.54,81.93,7.1,62.43,3.076482,50.88501228,168,1,0,0,0,1.497,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
6100,2,5,16.54,81.93,7.1,62.43,3.076482,50.88501228,168,0,1,0,0,0.157,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6101,1,2,48.63,45.66,10,63.71,3.956618,118.433674823333,168,0,0,0,0,4.3,0,1,0,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6102,1,1,49.94,40.96,13.03,64.07,6.131626,174.42342036,168,0,0,0,0,4.8,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6103,1,2,60.61,45.01,13.21,49.17,2.813989,68.3900098213289,168,0,0,0,0,4.4,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6103,2,7,60.61,45.01,13.21,49.17,2.813989,68.3900098213289,168,1,0,0,0,1.661,1,0,0,0,2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6104,1,7,41.27,28.64,19.23,78.86,3.041423,29.59952721,168,1,0,0,0,4.127,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6105,1,1,59.41,44.92,5.23,58.44,3.040745,66.238846512851,168,1,0,0,0,5.681,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6105,2,1,59.41,44.92,5.23,58.44,3.040745,66.238846512851,168,0,1,0,0,0.26,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6106,1,3,49.85,33.29,9.47,75.39,8.140891,184.92341785,168,0,0,0,0,4,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
6106,2,3,49.85,33.29,9.47,75.39,8.140891,184.92341785,168,1,0,0,0,0.847,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
6106,3,3,49.85,33.29,9.47,75.39,8.140891,184.92341785,168,0,1,0,0,0.138,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1
6107,1,5,42.81,50.18,7.33,67.68,3.144282,134.60671242,168,0,1,0,0,0.331,1,1,0,0,4,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6108,1,5,19.51,94.53,4.65,49.31,3.041327,59.33628977,168,1,0,0,0,1.951,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6109,1,5,92.12,7.71,4.25,63.92,3.074595,207.434387912233,168,1,0,0,0,6.56,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6110,1,1,51.23,31.04,17.07,68.66,3.12536,81.6721933,168,0,0,0,0,4.8,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6111,1,4,48.96,64.84,6.82,47.38,5.582317,170.2802208,168,0,0,0,0,4,0,1,0,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
6112,1,5,56.82,34.02,9.18,67.98,3.043128,172.91053296,168,1,0,0,0,3.917,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6113,1,1,57.47,38.54,8.96,63.03,2.835022,84.08872706,168,0,0,0,0,4.5,1,0,0,0,2,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6114,1,5,20.11,39.64,41.67,66.58,3.173242,63.81389662,168,1,0,0,0,1.995,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
6115,1,1,54.42,23.74,10.4,79.44,2.522657,72.92300132,168,0,0,0,0,4.8,1,0,0,0,2,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6115,2,7,54.42,23.74,10.4,79.44,2.522657,72.92300132,168,1,0,0,0,0.642,1,0,0,0,2,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
6116,1,2,66.61,15.86,11.84,73.69,5.738616,222.25919275,168,0,0,0,0,6,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6117,1,1,63.96,44.79,10.27,48.98,10.277342,385.49879408,168,0,0,0,0,4.5,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6117,2,1,63.96,44.79,10.27,48.98,10.277342,385.49879408,168,1,0,0,0,1.896,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
